"Entidad","UPM","VIV_SEL","HOGAR","RESUL_H","R_SEL","AREAM","AP4_1","AP4_2_03","FAC_ELE"
"06","0601092","05","01","B","02","33","3","0",150
"12","1204072","16","01","A","01",NA,"3","0",459
"09","0910457","01","01","B","01","01","1","0",2240
"21","2107465","12","01","B","01",NA,"3","1",1900
"30","3002774","04","01","B","03",NA,"3","1",1824
"28","2804125","04","01","A","02",NA,"1","1",604
"13","1300164","04","01","B","11","43","3","0",4632
"20","2000405","04","01","B","02","31","3","0",909
"26","2606651","17","01","B","02",NA,"3","0",1503
"26","2660126","05","01","B","01",NA,"3","0",1506
"21","2161707","03","01","B","02",NA,"3","0",946
"30","3009880","06","01","B","01",NA,"3","0",597
"17","1701646","04","01","A","02","29","3","0",410
"23","2301786","02","01","B","02","41","3","0",558
"12","1201746","05","01","B","02","13","3","0",680
"09","0909023","03","01","A","04","01","3","0",6452
"16","1603768","07","01","A","02",NA,"3","1",822
"28","2807364","02","01","B","01","10","3","0",226
"10","1000419","04","01","A","03","26","3","1",567
"03","0300431","05","01","B","02","40","3","0",204
"07","0702603","02","01","A","01",NA,"3","0",1104
"20","2061322","19","01","B","04",NA,"3","0",1056
"16","1660302","18","01","B","01",NA,"3","0",574
"06","0601365","15","01","B","01",NA,"3","0",231
"14","1411085","05","01","B","01",NA,"3","0",882
"16","1600422","04","01","A","03","15","3","0",1203
"15","1522330","05","01","A","01","01","3","0",3182
"07","0762451","03","01","B","02",NA,"3","1",560
"18","1860437","20","01","B","02",NA,"3","0",501
"25","2560644","04","01","B","02",NA,"3","1",468
"23","2300862","02","01","B","01","41","3","0",400
"13","1360010","20","01","B","01",NA,"3","0",560
"19","1911028","13","01","B","02",NA,"3","0",1738
"12","1204360","15","01","B","02",NA,"3","0",734
"18","1801642","19","01","B","02",NA,"3","0",432
"27","2701431","20","01","A","02",NA,"3","0",630
"13","1360277","20","01","B","04",NA,"3","0",1100
"28","2803717","03","01","B","03",NA,"3","0",861
"19","1902747","01","01","A","03","03","3","1",2176
"16","1604096","04","01","B","05",NA,"3","0",1026
"06","0601530","13","01","A","01",NA,"2","0",43
"19","1909934","05","01","B","02",NA,"3","0",1806
"17","1701517","05","01","B","02","29","3","0",824
"10","1060076","11","01","B","01",NA,"3","0",334
"22","2202611","13","01","A","02",NA,"3","0",416
"06","0601555","02","01","B","01","33","3","1",126
"30","3004100","05","01","B","01","12","3","0",1394
"06","0600307","02","01","A","03","33","3","0",246
"13","1300214","05","01","A","02","43","3","1",1074
"09","0917896","04","01","B","01","01","3","0",1486
"17","1701226","03","01","A","02","29","3","0",916
"11","1161141","04","01","B","01",NA,"3","0",878
"16","1600219","01","03","B","01","15","2","0",449
"30","3062582","17","01","B","02",NA,"3","0",2728
"31","3101021","01","01","A","02","08","3","0",360
"07","0760396","13","01","B","07",NA,"3","0",1029
"28","2803461","02","01","B","01",NA,"3","1",588
"29","2960117","01","01","B","02",NA,"3","0",230
"12","1261297","03","01","B","05",NA,"3","1",1572
"15","1509398","02","01","A","01","01","3","0",1691
"05","0560173","01","01","B","01",NA,"3","0",1228
"16","1606079","17","01","B","06",NA,"3","0",1686
"12","1261255","02","01","B","01",NA,"3","0",758
"03","0360018","18","01","B","02",NA,"3","1",158
"25","2504550","13","01","A","03",NA,"3","0",680
"24","2403835","01","01","B","01","07","3","0",1338
"17","1702487","20","01","A","01",NA,"3","0",752
"22","2202649","08","01","B","01",NA,"3","1",220
"29","2900592","03","01","B","02","39","3","0",544
"17","1702857","05","01","A","01","29","3","1",462
"30","3060181","10","01","B","03",NA,"3","0",1887
"22","2202595","13","01","B","01",NA,"3","0",386
"16","1660714","12","01","B","01",NA,"3","0",788
"32","3201296","10","01","B","01",NA,"3","0",342
"02","0203862","02","01","A","02","21","3","0",718
"25","2504246","02","01","A","02",NA,"2","0",388
"19","1900282","05","01","B","02","03","3","0",1828
"17","1760027","19","01","B","01",NA,"3","0",402
"06","0600880","01","01","B","01","33","3","0",324
"28","2804897","01","01","B","01",NA,"3","0",903
"13","1361005","04","01","B","02",NA,"3","0",638
"26","2601333","02","01","A","01",NA,"3","0",1092
"20","2061818","01","01","B","01",NA,"3","0",431
"01","0101569","03","01","A","01","14","3","1",386
"27","2760367","05","01","B","03",NA,"3","1",642
"03","0301374","07","01","A","04",NA,"3","0",292
"19","1910967","05","01","B","01","03","3","0",850
"11","1161840","01","02","B","01",NA,"3","0",956
"13","1301309","03","01","B","02",NA,"3","0",1735
"13","1302425","18","01","B","01",NA,"3","0",260
"20","2061218","04","01","B","02",NA,"3","0",790
"16","1600518","03","01","A","03","15","3","0",1720
"22","2202947","14","01","A","01",NA,"3","0",392
"32","3260301","16","01","B","01",NA,"3","0",232
"31","3103455","20","01","B","01",NA,"3","0",326
"04","0401146","13","01","A","02",NA,"3","0",168
"15","1523578","02","01","B","01","01","3","0",8020
"02","0207283","03","01","B","02","21","3","0",1036
"10","1060008","15","01","B","01",NA,"3","0",716
"04","0400561","01","01","A","01","28","3","0",202
"24","2460924","13","01","B","02",NA,"3","0",746
"25","2502380","02","01","B","02","24","3","0",528
"22","2200950","03","01","B","02","36","3","0",388
"15","1509005","01","01","A","03","01","3","1",7580
"07","0760555","16","01","B","05",NA,"3","0",2445
"25","2503347","03","01","A","01",NA,"3","0",267
"26","2660430","07","01","B","02",NA,"2","1",846
"31","3104138","01","01","B","01",NA,"3","1",308
"14","1414198","04","01","B","01","02","3","0",793
"01","0102088","04","01","B","02","14","2","1",502
"11","1101708","02","01","A","02",NA,"3","0",1938
"11","1160537","14","01","B","05",NA,"3","0",3174
"10","1002683","15","01","B","04",NA,"3","0",564
"03","0300867","14","01","A","01",NA,"3","0",146
"05","0506447","04","01","B","01",NA,"3","0",710
"24","2402120","04","01","A","02","07","3","0",986
"25","2502752","03","01","B","02","24","3","1",514
"03","0300674","02","01","A","02","40","3","1",184
"23","2301206","05","01","B","02","41","3","0",376
"17","1702439","16","01","B","05",NA,"3","1",975
"06","0600413","05","01","B","01","33","3","1",118
"04","0400827","01","01","A","01",NA,"3","0",202
"30","3060862","02","01","B","01",NA,"3","0",1371
"24","2460286","15","01","B","01",NA,"3","0",626
"14","1402549","02","01","A","02","02","3","0",1638
"04","0400260","05","01","A","01","28","3","0",240
"17","1702980","06","01","A","01",NA,"3","0",414
"28","2804832","01","01","B","01",NA,"3","0",318
"04","0401043","04","01","B","02",NA,"3","1",222
"11","1102017","01","01","A","01","05","3","0",1078
"21","2160342","12","01","B","01",NA,"3","0",958
"14","1411319","14","01","B","02",NA,"3","0",2835
"01","0100713","05","01","B","01","14","3","0",178
"24","2461056","10","01","B","01",NA,"3","0",816
"20","2062246","09","01","B","01",NA,"3","0",916
"10","1000409","01","01","A","01","26","3","0",141
"20","2003468","12","01","A","04",NA,"3","0",1280
"15","1507243","04","01","A","02","01","2","0",6816
"23","2301539","03","01","A","02","41","3","0",432
"03","0300858","07","01","A","01",NA,"3","0",76
"26","2604246","01","01","A","03",NA,"3","1",816
"15","1527245","04","01","A","01",NA,"3","1",6114
"32","3200015","04","01","B","01",NA,"3","0",216
"01","0101327","05","01","A","02","14","3","0",416
"23","2300772","05","01","A","02","41","3","0",380
"02","0202135","01","01","A","02",NA,"3","0",706
"07","0702073","05","01","B","02","19","3","0",1308
"07","0761356","19","01","B","01",NA,"3","0",268
"17","1701059","05","01","B","01","29","3","0",585
"10","1001231","02","01","A","01","26","3","0",424
"03","0300687","03","01","B","03","40","3","0",255
"16","1660979","05","01","B","01",NA,"3","0",340
"21","2106842","19","01","B","01",NA,"3","0",804
"13","1360145","15","01","B","02",NA,"3","0",502
"21","2161056","19","01","B","01",NA,"3","0",794
"30","3008076","12","01","B","03",NA,"3","0",1581
"05","0502018","04","01","B","01","17","3","0",840
"08","0808759","07","01","B","01",NA,"3","0",540
"17","1700906","01","01","B","01","29","3","0",410
"31","3101727","05","01","A","01","08","3","0",476
"08","0801318","03","01","A","01","09","3","0",323
"10","1060595","02","01","B","02",NA,"2","0",336
"11","1161229","05","01","B","02",NA,"3","0",1258
"22","2202446","16","01","B","01",NA,"3","0",332
"08","0860595","06","01","B","01",NA,"3","0",356
"30","3061498","07","01","A","01",NA,"3","0",1022
"27","2702034","10","01","B","01",NA,"3","1",582
"20","2002793","15","01","A","03",NA,"3","0",1356
"28","2806097","02","01","B","03","10","3","0",1020
"05","0503909","01","01","B","01",NA,"3","0",730
"25","2503049","04","01","B","02",NA,"3","0",458
"16","1604680","11","01","B","02",NA,"3","0",434
"13","1300293","03","01","B","01","43","3","1",813
"16","1660395","17","01","B","02",NA,"3","1",708
"21","2103154","03","01","B","01","04","3","0",1170
"20","2003268","10","01","B","02",NA,"3","1",748
"22","2201425","04","01","A","02","36","3","0",434
"16","1605954","14","01","B","06",NA,"3","0",1405
"08","0808529","13","01","B","02",NA,"3","0",1100
"19","1900629","05","01","B","02","03","3","0",1635
"02","0203692","03","01","B","01","21","3","0",340
"29","2960204","06","01","B","02",NA,"3","0",262
"15","1500195","02","01","B","01","01","3","0",3562
"03","0360023","10","01","B","03",NA,"3","1",189
"02","0201887","03","01","B","01",NA,"3","1",708
"16","1605629","03","01","B","03",NA,"3","0",918
"32","3260675","13","01","B","03",NA,"3","0",630
"06","0601510","07","01","B","02",NA,"2","0",112
"28","2860139","18","01","B","01",NA,"3","0",618
"28","2802902","05","01","B","01",NA,"3","0",602
"21","2105307","16","01","B","02",NA,"3","0",862
"02","0207152","12","01","B","01",NA,"1","1",776
"22","2260233","10","01","A","01",NA,"3","0",314
"08","0808677","13","01","B","03",NA,"3","0",2172
"19","1903151","03","01","B","02","03","3","0",1392
"04","0400366","04","01","B","01","28","3","0",214
"29","2900548","01","01","B","01","39","3","0",815
"20","2002208","08","01","A","01",NA,"3","1",1053
"11","1107848","02","01","B","01",NA,"3","0",1400
"13","1361510","16","01","B","05",NA,"3","0",1410
"12","1200576","04","01","A","02","13","3","1",800
"25","2505325","05","01","A","02",NA,"3","0",657
"18","1801624","20","01","B","02",NA,"3","1",968
"15","1501001","01","01","A","01","01","3","0",2864
"25","2501142","04","01","B","05","24","3","1",990
"12","1203778","10","01","B","01",NA,"3","0",765
"15","1521442","04","01","B","01","16","3","1",3772
"07","0762556","10","01","B","02",NA,"3","1",466
"31","3101998","01","01","B","01","08","3","0",621
"05","0500876","04","01","A","01",NA,"3","0",758
"27","2760418","04","01","B","02",NA,"3","0",642
"16","1604286","12","01","B","02",NA,"3","0",696
"10","1000184","03","01","A","02","26","3","0",664
"14","1405149","01","01","A","02","02","3","0",1476
"28","2860311","10","01","B","01",NA,"3","0",247
"18","1801638","02","01","B","03",NA,"3","0",1245
"05","0505551","02","01","A","01",NA,"3","0",832
"27","2700620","04","01","B","01","18","3","0",159
"24","2402173","04","01","A","02","07","3","0",1386
"32","3201238","18","01","B","01",NA,"3","1",352
"28","2801528","02","01","B","01",NA,"2","0",287
"10","1060076","07","01","A","02",NA,"3","0",334
"24","2400386","05","01","A","01","07","3","0",1940
"25","2503114","02","01","A","02",NA,"3","1",600
"18","1800473","05","01","A","01","27","3","0",394
"23","2301243","04","01","A","01","41","3","1",400
"02","0207152","18","01","B","01",NA,"3","1",776
"25","2560605","13","01","B","03",NA,"3","0",675
"21","2103627","02","01","A","01","04","3","0",355
"16","1604141","12","01","B","02",NA,"3","0",706
"26","2605553","15","01","B","03",NA,"3","0",1647
"30","3009911","04","01","B","02",NA,"3","0",2109
"12","1202821","03","01","B","01",NA,"2","0",372
"28","2800549","02","01","A","01","10","3","0",912
"11","1161845","14","01","B","01",NA,"3","0",2052
"05","0560035","10","01","B","01",NA,"3","0",658
"10","1002216","04","01","B","02",NA,"3","1",309
"23","2360079","12","01","B","02",NA,"3","0",486
"28","2804574","03","01","B","02",NA,"3","0",664
"14","1404646","05","01","A","01","02","3","0",1580
"13","1302820","04","01","B","01",NA,"3","0",506
"10","1001109","04","01","A","02","26","3","1",276
"07","0703367","06","01","B","05",NA,"3","0",1780
"01","0160219","16","01","B","01",NA,"3","1",348
"21","2160901","10","01","B","01",NA,"1","0",371
"06","0600919","05","01","B","01","33","3","0",158
"15","1562112","17","01","A","01",NA,"3","0",3366
"12","1261656","18","01","A","01",NA,"3","0",630
"07","0701710","01","01","B","01","19","3","0",832
"18","1800038","04","01","A","03","27","3","0",480
"19","1904995","04","01","B","02","03","3","0",1084
"17","1701164","04","01","B","03","29","3","0",696
"16","1660283","10","01","B","01",NA,"3","0",273
"29","2900434","04","01","A","01","39","3","0",141
"27","2760135","01","01","B","01",NA,"3","0",392
"21","2160910","06","02","B","02",NA,"3","0",864
"07","0704171","12","01","B","01",NA,"1","0",1059
"13","1360826","20","01","B","01",NA,"3","0",612
"16","1602816","16","01","B","01",NA,"3","0",720
"25","2504440","12","01","B","01",NA,"3","0",340
"26","2605854","13","01","B","01",NA,"3","0",537
"31","3102894","04","01","B","02","08","3","1",716
"21","2107083","16","01","B","01",NA,"3","0",1167
"27","2700821","05","01","A","01","18","3","0",398
"25","2560125","01","01","A","02",NA,"3","1",368
"25","2503165","02","01","B","02",NA,"3","1",702
"27","2760205","04","01","B","03",NA,"3","0",615
"13","1360826","02","01","B","03",NA,"3","0",918
"13","1360652","12","01","B","01",NA,"3","0",578
"03","0300859","15","01","B","01",NA,"3","0",128
"16","1602812","07","01","B","03",NA,"3","0",1364
"25","2560453","06","01","B","03",NA,"3","0",1155
"17","1702287","02","01","B","01","29","3","1",213
"32","3201697","12","01","B","02",NA,"3","0",434
"28","2805549","02","01","B","04","10","3","0",1192
"06","0600921","05","01","B","01","33","3","0",142
"17","1760377","11","01","A","02",NA,"3","0",366
"26","2601759","05","01","B","04","25","3","0",3212
"07","0704454","13","01","A","01",NA,"3","0",1179
"29","2900666","05","01","B","02","39","3","0",276
"31","3103236","17","01","B","02",NA,"3","0",420
"11","1100479","02","01","B","01",NA,"3","0",1244
"13","1360783","19","01","B","01",NA,"3","0",816
"22","2201616","03","01","B","02","36","3","1",394
"29","2900412","01","01","A","01","39","3","1",316
"11","1102017","03","01","A","02","05","3","0",1078
"20","2001072","14","01","B","02",NA,"3","0",830
"07","0703245","18","01","B","02",NA,"3","0",1644
"07","0703748","04","01","B","02",NA,"3","0",824
"32","3260271","16","01","B","03",NA,"3","0",856
"32","3201636","03","01","B","01",NA,"3","1",462
"25","2560251","15","01","B","02",NA,"3","0",390
"19","1909523","04","01","B","01","03","3","0",962
"19","1905550","05","01","B","01","03","3","0",2058
"12","1260890","09","01","B","01",NA,"3","0",740
"13","1301401","01","01","A","04",NA,"3","0",1935
"02","0205941","02","01","B","02","21","3","0",1284
"04","0401090","04","01","A","02",NA,"3","1",196
"02","0206408","01","01","B","01","21","3","0",776
"24","2401537","01","01","B","02","07","3","1",756
"06","0601546","03","01","B","02",NA,"3","0",98
"03","0300741","05","01","B","02",NA,"3","1",237
"07","0704488","08","01","B","02",NA,"3","0",796
"07","0761188","10","01","B","01",NA,"3","0",448
"17","1701700","03","01","B","02","29","3","0",664
"17","1700720","03","01","B","03","29","3","0",1175
"26","2600845","01","01","B","01",NA,"3","0",830
"16","1600700","03","01","A","02","15","3","0",672
"21","2160428","17","01","B","01",NA,"3","0",798
"03","0301093","06","01","B","02",NA,"3","1",148
"01","0101989","01","01","B","02","14","3","0",604
"18","1801187","01","01","B","01","27","3","0",147
"26","2660112","07","01","B","02",NA,"3","0",924
"06","0660102","08","01","B","01",NA,"3","0",71
"23","2360217","15","01","B","01",NA,"3","0",168
"20","2000983","13","01","B","03",NA,"3","0",1896
"02","0206967","08","01","B","01",NA,"3","0",1173
